Sentence,Type,Terjemahan
"Where do the horizon and the sky meet, where does the ground end and the air begin, can I draw a line and make myself ok, with statistics and exact numbers?",Visual,"Di mana cakrawala dan langit bertemu, di mana ujung bumi dan udara bermula, bisakah saya menarik garis dan membuat diri saya baik-baik saja, dengan statistik dan angka pasti?"
"The horizon lights up all around you, flickering and pulsating, white, blue and green hues of light, constantly moving up and down, changing shape.",Visual,"Cakrawala menyala di sekeliling Anda, berkedip-kedip dan berdenyut, warna cahaya putih, biru dan hijau, terus bergerak ke atas dan ke bawah, berubah bentuk."
"Firstly, in a small boat when you shoot the sun with your sextant it is easy to mistake the top of a wave for the horizon and get the wrong answer.",Visual,"Pertama, di perahu kecil saat Anda memotret matahari dengan sekstan, Anda akan mudah salah mengira puncak ombak sebagai cakrawala dan mendapatkan jawaban yang salah."
This plane was leaving a chemtrail that went from horizon to horizon and was apparently doing so from underneath the body as well as the entire wings.,Visual,Pesawat ini meninggalkan jejak kimia yang membentang dari cakrawala ke cakrawala dan tampaknya melakukannya dari bawah badan serta seluruh sayap.
Formerly cultivated sites had a 16-20 cm thick Ap horizon with moist soil color generally one Munsell hue darker than the B horizon below it and an abrupt lower boundary.,Visual,Lokasi yang dulunya ditanami memiliki horizon Ap setebal 16-20 cm dengan warna tanah lembab umumnya satu rona Munsell lebih gelap dibandingkan horizon B di bawahnya dan batas bawah yang tiba-tiba.
"Sunlight is continuous throughout the summer, but after the solstice the sun slowly sinks to the horizon until it drops below on the autumn equinox.",Visual,"Sinar matahari terus menerus sepanjang musim panas, tetapi setelah titik balik matahari, matahari perlahan tenggelam ke cakrawala hingga turun ke bawah pada titik balik musim gugur."
You could see nothing but the cirrus overcast from horizon to horizon.,Visual,Anda tidak dapat melihat apa pun kecuali cirrus yang mendung dari cakrawala ke cakrawala.
Beyond the event horizon of our own evolutionary history there may lie the colossal remains of a hundred different would-be histories of intelligent life on Earth.,Visual,"Di balik cakrawala peristiwa sejarah evolusi kita, mungkin terdapat sisa-sisa kolosal dari ratusan calon sejarah kehidupan berakal di Bumi."
The upper horizon with abundant Paradictyodora in the Beta Member represents sedimentation on the delta slope and distal subaqueous delta platform.,Visual,Cakrawala atas dengan Paradictyodora yang melimpah di Anggota Beta mewakili sedimentasi di lereng delta dan platform delta subaqueous distal.
"At its widest point, the form is abruptly sliced and then twisted further still, at an acute angle, to face and frame a distant mountain on the horizon.",Visual,"Pada titik terlebarnya, bentuknya diiris secara tiba-tiba dan kemudian dipelintir lebih jauh lagi, pada sudut yang lancip, menghadap dan membingkai gunung yang jauh di cakrawala."
"They were fairly small, but arranged in the shape of a Celtic cross, and the view from the centre of the circle was fantastic, stretching out to the horizon in all directions.",Visual,"Bentuknya cukup kecil, tetapi disusun dalam bentuk salib Celtic, dan pemandangan dari pusat lingkaran sangat indah, membentang hingga cakrawala ke segala arah."
A run in the U.S. is on the horizon with discussions about an opening on the West Coast.,Visual,Pergerakan di AS akan segera terjadi dengan adanya diskusi mengenai pembukaan di Pantai Barat.
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
"The sun breaks through the clouds every now and then, lighting up the silvery bodies of planes that cross the stretch of horizon visible through the window.",Visual,"Matahari sesekali menerobos awan, menyinari badan pesawat berwarna keperakan yang melintasi hamparan cakrawala yang terlihat melalui jendela."
"Once you have located the sun on the ecliptic, simply align the sun with the eastern horizon and read its position using the almucantars, which are drawn every ten degrees.",Visual,"Setelah Anda menemukan posisi matahari pada ekliptika, cukup sejajarkan matahari dengan ufuk timur dan baca posisinya menggunakan almucantar, yang digambar setiap sepuluh derajat."
"Long columns of vehicles were seen snaking through the moonlit desert towards the border, after repeated salvoes that lit up the horizon with flashes of fire.",Visual,"Barisan panjang kendaraan terlihat mengular melalui gurun yang diterangi cahaya bulan menuju perbatasan, setelah tembakan berulang kali yang menerangi cakrawala dengan kilatan api."
He used as reference the catenary cables of the RENFE train line that crosses the community as well as the horizon delineated by the mountains surrounding the area.,Visual,Ia menjadikan referensi kabel catenary jalur kereta RENFE yang melintasi masyarakat serta cakrawala yang dibatasi oleh pegunungan di sekitar kawasan tersebut.
Something at the event horizon of this black hole was trying to escape.,Visual,Sesuatu di cakrawala peristiwa lubang hitam ini mencoba melarikan diri.
"If your co-latitude plus the declination of the star is greater than zero, then it will rise above your horizon at least sometime during the year.",Visual,"Jika garis lintang Anda ditambah deklinasi bintang lebih besar dari nol, maka bintang tersebut akan muncul di atas cakrawala Anda setidaknya suatu saat sepanjang tahun."
The familiar sight here at the Simpson Desert is ridge upon ridge of deep red sand that stretches from horizon to horizon in the dry heart of Australia.,Visual,Pemandangan yang familiar di Gurun Simpson ini adalah punggung bukit pasir merah tua yang membentang dari cakrawala ke cakrawala di jantung kering Australia.
In the evenings brilliant slashes of purple and pink distract the horizon as the sun makes its way towards the sea.,Visual,"Di malam hari, garis-garis cemerlang warna ungu dan merah muda mengalihkan perhatian cakrawala saat matahari bergerak menuju laut."
"We stayed below the cloud deck to keep the horizon in view, but with night rapidly approaching, we knew we had to recover soon, or we'd be in big trouble.",Visual,"Kami tetap berada di bawah dek awan agar cakrawala tetap terlihat, namun saat malam semakin dekat, kami tahu kami harus segera pulih, atau kami akan mendapat masalah besar."
"As F-16s roared from one end of the horizon to the other, they dipped to bomb a grassland strip.",Visual,"Saat F-16 menderu dari satu ujung cakrawala ke ujung lainnya, mereka menukik untuk mengebom jalur padang rumput."
"Where the sky would be is a uniform grayish blank, which defines both the far horizon and the uppermost cleft of the rock with one long, graceful curve.",Visual,"Tempat di mana langit berada adalah hamparan abu-abu yang seragam, yang membatasi cakrawala jauh dan celah paling atas batu dengan satu lengkungan yang panjang dan anggun."
"Time and again, the colourless, clear sky will marshal thunderheads, building them into great puffy dark cotton wool, filling the horizon from end to end.",Visual,"Berkali-kali, langit yang cerah dan tak berwarna akan mengumpulkan petir, membentuknya menjadi kapas gelap yang menggembung, memenuhi cakrawala dari ujung ke ujung."
"As he became a dot on the horizon I reassured myself if I were his age, with his bike, with his quads, his parents and his Spandex I'd clean his clock.",Visual,"Ketika dia menjadi sebuah titik di cakrawala, aku meyakinkan diriku sendiri jika aku seusianya, dengan sepedanya, dengan paha depannya, orang tuanya, dan spandeksnya, aku akan membersihkan jamnya."
"The sun had dipped below the horizon much earlier, but it was a warm night for the end of September so the carnival stayed busy until its closing at nine o'clock.",Visual,"Matahari telah terbenam di bawah cakrawala jauh lebih awal, namun saat itu adalah malam yang hangat di akhir bulan September sehingga karnaval tetap sibuk hingga ditutup pada pukul sembilan."
"The only things they can know about the material trapped within the black hole horizon is its total mass, its total angular momentum, and its total electric charge.",Visual,"Satu-satunya hal yang dapat mereka ketahui tentang materi yang terperangkap dalam cakrawala lubang hitam adalah massa totalnya, momentum sudut totalnya, dan total muatan listriknya."
"In Levenson's approach, biblical particularism contains a universal horizon, but this universal horizon is not a new superior stage of religious faith.",Visual,"Dalam pendekatan Levenson, partikularisme alkitabiah mengandung cakrawala universal, namun cakrawala universal ini bukanlah tahap baru yang lebih unggul dalam iman keagamaan."
Pigs are the one bright spot on the horizon but supplies are short.,Visual,"Babi adalah satu-satunya titik terang di masa depan, namun persediaannya terbatas."
"Over a distant horizon line, cirrus clouds fill the summer sky.",Visual,"Di garis cakrawala yang jauh, awan cirrus memenuhi langit musim panas."
"Through the telescope that morning, I could see the surface of the Moon receding, curving back, angling away from the Sun and around the lunar horizon and out of sight.",Visual,"Melalui teleskop pagi itu, saya bisa melihat permukaan Bulan surut, melengkung ke belakang, menjauhi Matahari dan mengelilingi cakrawala bulan dan tidak terlihat."
Other bionic devices on the horizon include implantable monitors that will track pressure in the brains of spina bifida patients who require fluid-draining shunts.,Visual,Perangkat bionik lain yang akan segera hadir adalah monitor implan yang akan melacak tekanan di otak pasien spina bifida yang memerlukan pirau penguras cairan.
Show More Sentences,Visual,Tampilkan Lebih Banyak Kalimat
"But without any peace talks on the horizon, everyone is now left to their own devices.",Visual,"Namun tanpa adanya perundingan perdamaian, semua orang kini dibiarkan sendiri-sendiri."
We've been trained to read a horizon where long horizontals prevail.,Visual,Kita telah dilatih untuk membaca cakrawala yang didominasi garis horizontal panjang.
The southeastern horizon is zoned with a mellow uniform band of light.,Visual,Cakrawala tenggara dikategorikan dengan pita cahaya seragam yang lembut.
"Watching the sun set over an ocean horizon on a clear evening will be a good start, as you will have an uninterrupted view through clear unpolluted air.",Visual,"Menyaksikan matahari terbenam di cakrawala lautan pada malam yang cerah akan menjadi awal yang baik, karena Anda akan mendapatkan pemandangan tanpa gangguan melalui udara bersih dan tidak tercemar."
Small clusters of puffy white clouds drifted over the horizon lazily.,Visual,Gugusan kecil awan putih mengembang melayang di cakrawala dengan malas.
"With National Rum Day and National Whiskey Sour Day on the horizon, it's time to reach for the cocktail menu.",Visual,"Menjelang Hari Rum Nasional dan Hari Asam Wiski Nasional, inilah waktunya untuk menikmati menu koktail."
